label	Sample collection date	Sample collection date decimal
Coli_019254	2012-07-01	2012.4972677595629
Coli_019255	2012-07-01	2012.4972677595629
Coli_019256	2012-07-01	2012.4972677595629
Coli_019257	2012-07-01	2012.4972677595629
Coli_019258	2012-07-01	2012.4972677595629
Coli_019259	2012-07-01	2012.4972677595629
Coli_019260	2012-07-01	2012.4972677595629
Coli_019261	2012-07-01	2012.4972677595629
Coli_019262	2012-07-01	2012.4972677595629
Coli_019263	2012-07-01	2012.4972677595629
Coli_019264	2012-07-01	2012.4972677595629
Coli_019265	2012-07-01	2012.4972677595629
Coli_019266	2012-07-01	2012.4972677595629
Coli_019267	2012-07-01	2012.4972677595629
Coli_019268	2012-07-01	2012.4972677595629
Coli_019269	2012-07-01	2012.4972677595629
Coli_019270	2012-07-01	2012.4972677595629
Coli_019271	2012-07-01	2012.4972677595629
Coli_019272	2012-07-01	2012.4972677595629
Coli_019273	2012-07-01	2012.4972677595629
Coli_019274	2012-07-01	2012.4972677595629
Coli_019275	2012-07-01	2012.4972677595629
Coli_019276	2012-07-01	2012.4972677595629
Coli_019277	2012-07-01	2012.4972677595629
Coli_019278	2012-07-01	2012.4972677595629
Coli_019279	2012-07-01	2012.4972677595629
Coli_019280	2012-07-01	2012.4972677595629
Coli_019281	2012-07-01	2012.4972677595629
Coli_019282	2012-07-01	2012.4972677595629
Coli_019283	2012-07-01	2012.4972677595629
Coli_019284	2012-07-01	2012.4972677595629
Coli_019285	2012-07-01	2012.4972677595629
Coli_019286	2012-07-01	2012.4972677595629
Coli_019287	2012-07-01	2012.4972677595629
Coli_019288	2012-07-01	2012.4972677595629
Coli_019289	2012-07-01	2012.4972677595629
Coli_019290	2012-07-01	2012.4972677595629
Coli_019291	2012-07-01	2012.4972677595629
Coli_019292	2012-07-01	2012.4972677595629
Coli_019293	2012-07-01	2012.4972677595629
Coli_019294	2012-07-01	2012.4972677595629
Coli_019295	2012-07-01	2012.4972677595629
Coli_019296	2012-07-01	2012.4972677595629
Coli_019297	2012-07-01	2012.4972677595629
Coli_019298	2012-07-01	2012.4972677595629
Coli_019299	2012-07-01	2012.4972677595629
Coli_019300	2012-07-01	2012.4972677595629
Coli_019301	2012-07-01	2012.4972677595629
Coli_019302	2012-07-01	2012.4972677595629
Coli_019303	2012-07-01	2012.4972677595629
Coli_019304	2012-07-01	2012.4972677595629
Coli_019305	2012-07-01	2012.4972677595629
Coli_019306	2012-07-01	2012.4972677595629
Coli_019307	2012-07-01	2012.4972677595629
Coli_019308	2012-07-01	2012.4972677595629
Coli_019309	2012-07-01	2012.4972677595629
Coli_019310	2012-07-01	2012.4972677595629
Coli_019311	2012-07-01	2012.4972677595629
Coli_019312	2012-07-01	2012.4972677595629
Coli_019313	2012-07-01	2012.4972677595629
Coli_019314	2012-07-01	2012.4972677595629
Coli_019315	2012-07-01	2012.4972677595629
Coli_019316	2012-07-01	2012.4972677595629
Coli_019317	2012-07-01	2012.4972677595629
Coli_019318	2012-07-01	2012.4972677595629
Coli_019319	2012-07-01	2012.4972677595629
Coli_019320	2012-07-01	2012.4972677595629
Coli_019321	2012-07-01	2012.4972677595629
Coli_019322	2012-07-01	2012.4972677595629
Coli_019323	2012-07-01	2012.4972677595629
Coli_019324	2012-07-01	2012.4972677595629
Coli_019325	2012-07-01	2012.4972677595629
Coli_019326	2012-07-01	2012.4972677595629
Coli_019327	2012-07-01	2012.4972677595629
Coli_019328	2012-07-01	2012.4972677595629
Coli_019329	2012-07-01	2012.4972677595629
Coli_019330	2012-07-01	2012.4972677595629
Coli_019331	2012-07-01	2012.4972677595629
Coli_019332	2012-07-01	2012.4972677595629
Coli_019333	2012-07-01	2012.4972677595629
Coli_019334	2012-07-01	2012.4972677595629
Coli_019335	2012-07-01	2012.4972677595629
Coli_019336	2012-07-01	2012.4972677595629
Coli_019337	2012-07-01	2012.4972677595629
Coli_019338	2012-07-01	2012.4972677595629
Coli_019339	2012-07-01	2012.4972677595629
Coli_019340	2012-07-01	2012.4972677595629
Coli_019341	2012-07-01	2012.4972677595629
Coli_019342	2012-07-01	2012.4972677595629
Coli_019343	2012-07-01	2012.4972677595629
Coli_019344	2012-07-01	2012.4972677595629
Coli_019345	2012-07-01	2012.4972677595629
Coli_019346	2012-07-01	2012.4972677595629
Coli_019347	2012-07-01	2012.4972677595629
Coli_019348	2012-07-01	2012.4972677595629
Coli_019349	2012-07-01	2012.4972677595629
Coli_019350	2012-07-01	2012.4972677595629
Coli_019351	2012-07-01	2012.4972677595629
Coli_019352	2012-07-01	2012.4972677595629
Coli_019353	2012-07-01	2012.4972677595629
Coli_019354	2012-07-01	2012.4972677595629
Coli_019355	2012-07-01	2012.4972677595629
Coli_019356	2012-07-01	2012.4972677595629
Coli_019357	2012-07-01	2012.4972677595629
Coli_019358	2012-07-01	2012.4972677595629
Coli_019359	2012-07-01	2012.4972677595629
Coli_019360	2012-07-01	2012.4972677595629
Coli_019361	2012-07-01	2012.4972677595629
Coli_019362	2012-07-01	2012.4972677595629
Coli_019363	2012-07-01	2012.4972677595629
Coli_019364	2012-07-01	2012.4972677595629
Coli_019365	2012-07-01	2012.4972677595629
Coli_019366	2012-07-01	2012.4972677595629
Coli_019367	2012-07-01	2012.4972677595629
Coli_019368	2012-07-01	2012.4972677595629
Coli_019369	2012-07-01	2012.4972677595629
Coli_019370	2012-07-01	2012.4972677595629
Coli_019371	2012-07-01	2012.4972677595629
Coli_019372	2012-07-01	2012.4972677595629
Coli_019373	2012-07-01	2012.4972677595629
Coli_019374	2012-07-01	2012.4972677595629
Coli_019375	2012-07-01	2012.4972677595629
Coli_019376	2012-07-01	2012.4972677595629
Coli_019377	2012-07-01	2012.4972677595629
Coli_019378	2012-07-01	2012.4972677595629
Coli_019379	2012-07-01	2012.4972677595629
Coli_019380	2012-07-01	2012.4972677595629
Coli_019381	2012-07-01	2012.4972677595629
Coli_019382	2012-07-01	2012.4972677595629
Coli_019383	2012-07-01	2012.4972677595629
Coli_019384	2012-07-01	2012.4972677595629
Coli_019385	2012-07-01	2012.4972677595629
Coli_019386	2012-07-01	2012.4972677595629
Coli_019387	2012-07-01	2012.4972677595629
Coli_019388	2012-07-01	2012.4972677595629
Coli_019389	2012-07-01	2012.4972677595629
Coli_019390	2012-07-01	2012.4972677595629
Coli_019391	2012-07-01	2012.4972677595629
Coli_019392	2012-07-01	2012.4972677595629
Coli_019393	2012-07-01	2012.4972677595629
Coli_019394	2012-07-01	2012.4972677595629
Coli_019395	2012-07-01	2012.4972677595629
Coli_019396	2012-07-01	2012.4972677595629
Coli_019397	2012-07-01	2012.4972677595629
Coli_019398	2012-07-01	2012.4972677595629
Coli_019399	2012-07-01	2012.4972677595629
Coli_019400	2012-07-01	2012.4972677595629
Coli_019401	2012-07-01	2012.4972677595629
Coli_019402	2012-07-01	2012.4972677595629
Coli_019403	2012-07-01	2012.4972677595629
Coli_019404	2012-07-01	2012.4972677595629
Coli_019405	2012-07-01	2012.4972677595629
Coli_019406	2012-07-01	2012.4972677595629
Coli_019407	2012-07-01	2012.4972677595629
Coli_019408	2012-07-01	2012.4972677595629
Coli_019409	2012-07-01	2012.4972677595629
Coli_019410	2012-07-01	2012.4972677595629
Coli_019411	2012-07-01	2012.4972677595629
Coli_019412	2012-07-01	2012.4972677595629
Coli_019413	2012-07-01	2012.4972677595629
Coli_019414	2012-07-01	2012.4972677595629
Coli_019415	2012-07-01	2012.4972677595629
Coli_019416	2012-07-01	2012.4972677595629
Coli_019417	2012-07-01	2012.4972677595629
Coli_019418	2012-07-01	2012.4972677595629
Coli_019419	2012-07-01	2012.4972677595629
Coli_019420	2012-07-01	2012.4972677595629
Coli_019421	2012-07-01	2012.4972677595629
Coli_019422	2012-07-01	2012.4972677595629
Coli_019423	2012-07-01	2012.4972677595629
Coli_019424	2012-07-01	2012.4972677595629
Coli_019425	2012-07-01	2012.4972677595629
Coli_019426	2012-07-01	2012.4972677595629
Coli_019427	2012-07-01	2012.4972677595629
Coli_019428	2012-07-01	2012.4972677595629
Coli_019429	2012-07-01	2012.4972677595629
Coli_019430	2012-07-01	2012.4972677595629
Coli_019431	2012-07-01	2012.4972677595629
Coli_019432	2012-07-01	2012.4972677595629
Coli_019433	2012-07-01	2012.4972677595629
Coli_019434	2012-07-01	2012.4972677595629
Coli_019435	2012-07-01	2012.4972677595629
Coli_019436	2012-07-01	2012.4972677595629
Coli_019437	2012-07-01	2012.4972677595629
Coli_019438	2012-07-01	2012.4972677595629
Coli_019439	2012-07-01	2012.4972677595629
Coli_019440	2012-07-01	2012.4972677595629
Coli_019441	2012-07-01	2012.4972677595629
Coli_019442	2012-07-01	2012.4972677595629
Coli_019443	2012-07-01	2012.4972677595629
Coli_019444	2012-07-01	2012.4972677595629
Coli_019445	2012-07-01	2012.4972677595629
Coli_019446	2012-07-01	2012.4972677595629
Coli_019447	2012-07-01	2012.4972677595629
Coli_019448	2012-07-01	2012.4972677595629
Coli_019449	2012-07-01	2012.4972677595629
Coli_019450	2012-07-01	2012.4972677595629
Coli_019451	2012-07-01	2012.4972677595629
Coli_019452	2012-07-01	2012.4972677595629
Coli_019453	2012-07-01	2012.4972677595629
Coli_019454	2012-07-01	2012.4972677595629
Coli_019455	2012-07-01	2012.4972677595629
Coli_019456	2012-07-01	2012.4972677595629
Coli_019457	2012-07-01	2012.4972677595629
Coli_019458	2012-07-01	2012.4972677595629
Coli_019459	2012-07-01	2012.4972677595629
Coli_019460	2012-07-01	2012.4972677595629
Coli_019461	2012-07-01	2012.4972677595629
Coli_019462	2012-07-01	2012.4972677595629
Coli_019463	2012-07-01	2012.4972677595629
Coli_019464	2012-07-01	2012.4972677595629
Coli_019465	2012-07-01	2012.4972677595629
Coli_019466	2012-07-01	2012.4972677595629
Coli_019467	2012-07-01	2012.4972677595629
Coli_019468	2012-07-01	2012.4972677595629
Coli_019469	2012-07-01	2012.4972677595629
Coli_019470	2012-07-01	2012.4972677595629
Coli_019471	2012-07-01	2012.4972677595629
Coli_019472	2012-07-01	2012.4972677595629
Coli_019473	2012-07-01	2012.4972677595629
Coli_019474	2012-07-01	2012.4972677595629
Coli_019475	2012-07-01	2012.4972677595629
Coli_019476	2012-07-01	2012.4972677595629
Coli_019477	2012-07-01	2012.4972677595629
Coli_019478	2012-07-01	2012.4972677595629
Coli_019479	2012-07-01	2012.4972677595629
Coli_019480	2012-07-01	2012.4972677595629
Coli_019481	2012-07-01	2012.4972677595629
Coli_019482	2012-07-01	2012.4972677595629
Coli_019483	2012-07-01	2012.4972677595629
Coli_019484	2012-07-01	2012.4972677595629
Coli_019485	2012-07-01	2012.4972677595629
Coli_019486	2012-07-01	2012.4972677595629
Coli_019487	2012-07-01	2012.4972677595629
Coli_019488	2012-07-01	2012.4972677595629
Coli_019489	2012-07-01	2012.4972677595629
Coli_019490	2012-07-01	2012.4972677595629
Coli_019491	2012-07-01	2012.4972677595629
Coli_019492	2012-07-01	2012.4972677595629
Coli_019493	2012-07-01	2012.4972677595629
Coli_019494	2012-07-01	2012.4972677595629
Coli_019495	2012-07-01	2012.4972677595629
Coli_019496	2012-07-01	2012.4972677595629
Coli_019497	2012-07-01	2012.4972677595629
Coli_019498	2012-07-01	2012.4972677595629
Coli_019499	2012-07-01	2012.4972677595629
Coli_019500	2012-07-01	2012.4972677595629
Coli_019501	2012-07-01	2012.4972677595629
Coli_019502	2012-07-01	2012.4972677595629
Coli_019503	2012-07-01	2012.4972677595629
Coli_019504	2012-07-01	2012.4972677595629
Coli_019505	2012-07-01	2012.4972677595629
Coli_019506	2012-07-01	2012.4972677595629
Coli_019507	2012-07-01	2012.4972677595629
Coli_019508	2012-07-01	2012.4972677595629
Coli_019509	2012-07-01	2012.4972677595629
Coli_019510	2012-07-01	2012.4972677595629
Coli_019511	2012-07-01	2012.4972677595629
Coli_019512	2012-07-01	2012.4972677595629
Coli_019513	2012-07-01	2012.4972677595629
Coli_019514	2012-07-01	2012.4972677595629
Coli_019515	2018-11-01	2018.8328767123287
Coli_019516	2018-11-01	2018.8328767123287
Coli_019517	2018-11-01	2018.8328767123287
Coli_019518	2018-11-01	2018.8328767123287
Coli_019519	2018-11-01	2018.8328767123287
Coli_019520	2018-11-01	2018.8328767123287
Coli_019521	2018-11-01	2018.8328767123287
Coli_019522	2018-08-14	2018.6164383561643
Coli_019523	2018-08-14	2018.6164383561643
Coli_019524	2017-07-01	2017.495890410959
Coli_019525	2018-08-14	2018.6164383561643
Coli_019526	2017-07-01	2017.495890410959
Coli_019527	2015-07-01	2015.495890410959
Coli_019528	2015-07-01	2015.495890410959
Coli_019529	2015-04-20	2015.2986301369863
Coli_019530	2015-05-15	2015.3671232876711
Coli_019531	2015-05-15	2015.3671232876711
Coli_019532	2017-05-25	2017.3945205479451
Coli_019533	2017-07-14	2017.531506849315
Coli_019534	2018-08-01	2018.5808219178082
Coli_019535	1994-10-25	1994.813698630137
Coli_019536	2010-09-29	2010.7424657534248
Coli_019537	2010-09-29	2010.7424657534248
Coli_019538	2010-09-29	2010.7424657534248
Coli_019539	2010-09-24	2010.7287671232878
Coli_019540	2018-07-01	2018.495890410959
Coli_019541	2018-07-01	2018.495890410959
Coli_019542	2017-07-01	2017.495890410959
Coli_019543	2019-03-29	2019.2383561643835
Coli_019544	2019-03-29	2019.2383561643835
Coli_019545	2019-03-29	2019.2383561643835
Coli_019546	2019-03-29	2019.2383561643835
Coli_019547	2019-03-29	2019.2383561643835
Coli_019548	2019-03-29	2019.2383561643835
Coli_019549	2019-03-29	2019.2383561643835
Coli_019550	2019-03-29	2019.2383561643835
Coli_019551	2019-03-29	2019.2383561643835
Coli_019552	2019-03-29	2019.2383561643835
Coli_019553	2019-03-29	2019.2383561643835
Coli_019554	2019-03-29	2019.2383561643835
Coli_019555	2019-03-29	2019.2383561643835
Coli_019556	2019-03-29	2019.2383561643835
Coli_019557	2019-03-29	2019.2383561643835
Coli_019558	2019-03-29	2019.2383561643835
Coli_019559	2019-03-29	2019.2383561643835
Coli_019560	2019-03-29	2019.2383561643835
Coli_019561	2019-03-29	2019.2383561643835
Coli_019562	2019-03-29	2019.2383561643835
Coli_019563	2019-03-29	2019.2383561643835
Coli_019564	2019-03-29	2019.2383561643835
Coli_019565	2019-03-29	2019.2383561643835
Coli_019566	2019-03-29	2019.2383561643835
Coli_019567	2019-03-29	2019.2383561643835
Coli_019568	2019-03-29	2019.2383561643835
Coli_019569	2017-06-01	2017.4136986301369
Coli_019570	2017-06-01	2017.4136986301369
Coli_019571	2017-06-01	2017.4136986301369
Coli_019572	2017-06-01	2017.4136986301369
Coli_019573	2017-06-01	2017.4136986301369
Coli_019574	2017-06-01	2017.4136986301369
Coli_019575	2017-06-01	2017.4136986301369
Coli_019576	2017-06-01	2017.4136986301369
Coli_019577	2017-06-01	2017.4136986301369
Coli_019578	2017-06-01	2017.4136986301369
Coli_019579	2017-06-01	2017.4136986301369
Coli_019580	2017-06-01	2017.4136986301369
Coli_019581	2017-06-01	2017.4136986301369
Coli_019582	2017-06-01	2017.4136986301369
Coli_019583	2017-06-01	2017.4136986301369
Coli_019584	2017-06-01	2017.4136986301369
Coli_019585	2017-06-01	2017.4136986301369
Coli_019586	2017-06-01	2017.4136986301369
Coli_019587	2017-06-01	2017.4136986301369
Coli_019588	2017-06-01	2017.4136986301369
Coli_019589	2017-06-01	2017.4136986301369
Coli_019590	2017-06-01	2017.4136986301369
Coli_019591	2017-06-01	2017.4136986301369
Coli_019592	2017-06-01	2017.4136986301369
Coli_019593	2017-06-01	2017.4136986301369
Coli_019594	2017-06-01	2017.4136986301369
Coli_019595	2017-06-01	2017.4136986301369
Coli_019596	2017-06-01	2017.4136986301369
Coli_019597	2017-06-01	2017.4136986301369
Coli_019598	2017-06-01	2017.4136986301369
Coli_019599	2017-06-01	2017.4136986301369
Coli_019600	2017-06-01	2017.4136986301369
Coli_019601	2017-06-01	2017.4136986301369
Coli_019602	2017-06-01	2017.4136986301369
Coli_019603	2016-07-01	2016.4972677595629
Coli_019604	2016-07-01	2016.4972677595629
Coli_019605	2016-07-01	2016.4972677595629
Coli_019606	2016-07-01	2016.4972677595629
Coli_019607	2016-07-01	2016.4972677595629
Coli_019608	2016-07-01	2016.4972677595629
Coli_019609	2016-07-01	2016.4972677595629
Coli_019610	2016-07-01	2016.4972677595629
Coli_019611	2016-07-01	2016.4972677595629
Coli_019612	2016-07-01	2016.4972677595629
Coli_019613	2016-07-01	2016.4972677595629
Coli_019614	2016-07-01	2016.4972677595629
Coli_019615	2016-07-01	2016.4972677595629
Coli_019616	2016-07-01	2016.4972677595629
Coli_019617	2016-07-01	2016.4972677595629
Coli_019618	2016-07-01	2016.4972677595629
Coli_019619	2016-07-01	2016.4972677595629
Coli_019620	2016-07-01	2016.4972677595629
Coli_019621	2016-07-01	2016.4972677595629
Coli_019622	2016-07-01	2016.4972677595629
Coli_019623	2016-07-01	2016.4972677595629
Coli_019624	2016-07-01	2016.4972677595629
Coli_019625	2016-07-01	2016.4972677595629
Coli_019626	2016-07-01	2016.4972677595629
Coli_019627	2016-07-01	2016.4972677595629
Coli_019628	2016-07-01	2016.4972677595629
Coli_019629	2016-07-01	2016.4972677595629
Coli_019630	2016-07-01	2016.4972677595629
Coli_019631	2016-07-01	2016.4972677595629
Coli_019632	2016-07-01	2016.4972677595629
Coli_019633	2016-07-01	2016.4972677595629
Coli_019634	2016-07-01	2016.4972677595629
Coli_019635	2015-01-10	2015.0246575342467
Coli_019636	2018-01-20	2018.0520547945205
Coli_019637	2018-01-20	2018.0520547945205
Coli_019638	2018-03-19	2018.2109589041097
Coli_019639		
Coli_019640		
Coli_019641		
Coli_019642		
Coli_019643		
Coli_019644		
Coli_019645		
Coli_019646		
Coli_019647		
Coli_019648	2018-07-19	2018.545205479452
Coli_019649	2018-07-12	2018.5260273972603
Coli_019650	2018-07-05	2018.5068493150684
Coli_019651	2018-03-29	2018.2383561643835
Coli_019652	2017-11-24	2017.8958904109588
Coli_019653	2017-11-24	2017.8958904109588
Coli_019654	2017-10-27	2017.8191780821917
Coli_019655	2017-08-15	2017.6191780821919
Coli_019656	2017-11-23	2017.8931506849315
Coli_019657	2017-08-08	2017.6
Coli_019658	2018-08-10	2018.6054794520549
Coli_019659	2017-04-05	2017.2575342465752
Coli_019660	2017-04-05	2017.2575342465752
Coli_019661		
Coli_019662	2018-08-01	2018.5808219178082
Coli_019663	2018-12-01	2018.9150684931508
Coli_019664	2018-12-01	2018.9150684931508
Coli_019665	2017-11-30	2017.9123287671232
Coli_019666	2016-07-01	2016.4972677595629
Coli_019667	2016-07-01	2016.4972677595629
Coli_019668	2018-10-10	2018.772602739726
Coli_019669	2018-10-11	2018.7753424657535
Coli_019670	2018-08-14	2018.6164383561643
Coli_019671	2018-11-25	2018.8986301369864
Coli_019672	2018-08-14	2018.6164383561643
Coli_019673	1996-07-01	1996.4972677595629
Coli_019674	1997-07-01	1997.495890410959
Coli_019675	2002-07-01	2002.495890410959
Coli_019676	1996-07-01	1996.4972677595629
Coli_019677	1997-07-01	1997.495890410959
Coli_019678	2008-07-01	2008.4972677595629
Coli_019679	2004-07-01	2004.4972677595629
Coli_019680	2002-07-01	2002.495890410959
Coli_019681	2006-07-01	2006.495890410959
Coli_019682	2002-07-01	2002.495890410959
Coli_019683	2018-08-14	2018.6164383561643
Coli_019684	2017-12-11	2017.9424657534246
Coli_019685	2018-05-24	2018.3917808219178
Coli_019686	2018-08-14	2018.6164383561643
Coli_019687	1992-02-08	1992.103825136612
Coli_019688	2018-11-12	2018.86301369863
Coli_019689	2018-11-12	2018.86301369863
Coli_019690	2009-05-01	2009.3287671232877
Coli_019691	2009-05-25	2009.3945205479451
Coli_019692		
Coli_019693		
Coli_019694	2018-11-01	2018.8328767123287
Coli_019695	2018-12-01	2018.9150684931508
Coli_019696	2018-12-01	2018.9150684931508
Coli_019697	2016-03-01	2016.1639344262296
Coli_019698	2015-07-01	2015.495890410959
Coli_019699	2015-07-01	2015.495890410959
Coli_019700	2018-05-18	2018.3753424657534
Coli_019701	2018-06-03	2018.4191780821918
Coli_019702	2018-06-12	2018.4438356164383
Coli_019703	2018-06-15	2018.4520547945206
Coli_019704	2018-06-30	2018.4931506849316
Coli_019705	2018-01-22	2018.0575342465754
Coli_019706	2018-08-22	2018.6383561643836
Coli_019707	2018-08-23	2018.641095890411
Coli_019708	2015-12-10	2015.9397260273972
Coli_019709	2017-03-18	2017.2082191780821
Coli_019710	2019-06-04	2019.4219178082192
Coli_019711	2018-11-25	2018.8986301369864
Coli_019712	2018-11-25	2018.8986301369864
Coli_019713	2018-11-25	2018.8986301369864
Coli_019714	2018-11-25	2018.8986301369864
Coli_019715		
Coli_019716		
Coli_019717		
Coli_019718		
Coli_019719		
Coli_019720		
Coli_019721		
Coli_019722		
Coli_019723		
Coli_019724		
Coli_019725		
Coli_019726		
Coli_019727		
Coli_019728		
Coli_019729		
Coli_019730		
Coli_019731		
Coli_019732		
Coli_019733		
Coli_019734		
Coli_019735		
Coli_019736		
Coli_019737		
Coli_019738		
Coli_019739		
Coli_019740		
Coli_019741		
Coli_019742		
Coli_019743		
Coli_019744		
Coli_019745		
Coli_019746		
Coli_019747		
Coli_019748		
Coli_019749		
Coli_019750		
Coli_019751		
Coli_019752		
Coli_019753		
Coli_019754		
Coli_019755		
Coli_019756		
Coli_019757		
Coli_019758		
Coli_019759		
Coli_019760		
Coli_019761		
Coli_019762		
Coli_019763		
Coli_019764		
Coli_019765		
Coli_019766		
Coli_019767		
Coli_019768		
Coli_019769		
Coli_019770		
Coli_019771		
Coli_019772		
Coli_019773		
Coli_019774		
Coli_019775		
Coli_019776		
Coli_019777		
Coli_019778		
Coli_019779		
Coli_019780		
Coli_019781		
Coli_019782	2018-12-01	2018.9150684931508
Coli_019783	2018-12-01	2018.9150684931508
Coli_019784	2015-06-09	2015.4356164383562
Coli_019785	2018-05-01	2018.3287671232877
Coli_019786	2018-05-01	2018.3287671232877
Coli_019787	2018-05-01	2018.3287671232877
Coli_019788	2018-05-01	2018.3287671232877
Coli_019789	2018-05-01	2018.3287671232877
Coli_019790	2018-05-01	2018.3287671232877
Coli_019791	2018-05-01	2018.3287671232877
Coli_019792	2018-05-01	2018.3287671232877
Coli_019793	2018-05-01	2018.3287671232877
Coli_019794	2018-05-01	2018.3287671232877
Coli_019795	2018-05-01	2018.3287671232877
Coli_019796	2018-05-01	2018.3287671232877
Coli_019797	2018-05-01	2018.3287671232877
Coli_019798	2018-05-01	2018.3287671232877
Coli_019799	2018-05-01	2018.3287671232877
Coli_019800	2018-05-01	2018.3287671232877
Coli_019801	2018-05-01	2018.3287671232877
Coli_019802	2018-05-01	2018.3287671232877
Coli_019803	2018-05-01	2018.3287671232877
Coli_019804	2018-05-01	2018.3287671232877
Coli_019805	2018-05-01	2018.3287671232877
Coli_019806	2018-05-01	2018.3287671232877
Coli_019807	2018-05-01	2018.3287671232877
Coli_019808	2018-05-01	2018.3287671232877
Coli_019809	2018-05-01	2018.3287671232877
Coli_019810	2018-05-01	2018.3287671232877
Coli_019811	2018-05-01	2018.3287671232877
Coli_019812	2018-05-01	2018.3287671232877
Coli_019813	2018-05-01	2018.3287671232877
Coli_019814	2018-05-01	2018.3287671232877
Coli_019815	2018-05-01	2018.3287671232877
Coli_019816	2018-05-01	2018.3287671232877
Coli_019817	2018-05-01	2018.3287671232877
Coli_019818	2018-05-01	2018.3287671232877
Coli_019819	2018-05-01	2018.3287671232877
Coli_019820	2018-05-01	2018.3287671232877
Coli_019821	2018-05-01	2018.3287671232877
Coli_019822	2018-05-01	2018.3287671232877
Coli_019823	2018-05-01	2018.3287671232877
Coli_019824	2018-05-01	2018.3287671232877
Coli_019825	2018-05-01	2018.3287671232877
Coli_019826	2018-05-01	2018.3287671232877
Coli_019827	2018-05-01	2018.3287671232877
Coli_019828	2018-05-01	2018.3287671232877
Coli_019829	2018-05-01	2018.3287671232877
Coli_019830	2018-05-01	2018.3287671232877
Coli_019831	2018-05-01	2018.3287671232877
Coli_019832	2018-05-01	2018.3287671232877
Coli_019833	2018-05-01	2018.3287671232877
Coli_019834	2018-05-01	2018.3287671232877
Coli_019835	2018-05-01	2018.3287671232877
Coli_019836	2018-05-01	2018.3287671232877
Coli_019837	2018-05-01	2018.3287671232877
Coli_019838	2018-05-01	2018.3287671232877
Coli_019839	2018-05-01	2018.3287671232877
Coli_019840	2018-05-01	2018.3287671232877
Coli_019841	2018-05-01	2018.3287671232877
Coli_019842	2018-05-01	2018.3287671232877
Coli_019843	2018-05-01	2018.3287671232877
Coli_019844	2018-05-01	2018.3287671232877
Coli_019845	2018-05-01	2018.3287671232877
Coli_019846	2018-05-01	2018.3287671232877
Coli_019847	2018-05-01	2018.3287671232877
Coli_019848	2018-05-01	2018.3287671232877
Coli_019849	2018-05-01	2018.3287671232877
Coli_019850	2018-05-01	2018.3287671232877
Coli_019851	2018-05-01	2018.3287671232877
Coli_019852	2018-05-01	2018.3287671232877
Coli_019853	2018-05-01	2018.3287671232877
Coli_019854	2018-05-01	2018.3287671232877
Coli_019855	2018-05-01	2018.3287671232877
Coli_019856	2018-05-01	2018.3287671232877
Coli_019857	2018-05-01	2018.3287671232877
Coli_019858	2018-05-01	2018.3287671232877
Coli_019859	2018-05-01	2018.3287671232877
Coli_019860	2018-05-01	2018.3287671232877
Coli_019861	2018-05-01	2018.3287671232877
Coli_019862	2018-05-01	2018.3287671232877
Coli_019863	2018-05-01	2018.3287671232877
Coli_019864	2018-05-01	2018.3287671232877
Coli_019865	2018-05-01	2018.3287671232877
Coli_019866	2018-05-01	2018.3287671232877
Coli_019867	2018-05-01	2018.3287671232877
Coli_019868	2018-05-01	2018.3287671232877
Coli_019869	2018-05-01	2018.3287671232877
Coli_019870	2018-05-01	2018.3287671232877
Coli_019871	2018-05-01	2018.3287671232877
Coli_019872	2018-05-01	2018.3287671232877
Coli_019873	2018-05-01	2018.3287671232877
Coli_019874	2018-05-01	2018.3287671232877
Coli_019875	2017-07-01	2017.495890410959
Coli_019876	2018-08-14	2018.6164383561643
Coli_019877	2018-11-01	2018.8328767123287
Coli_019878	2018-10-25	2018.813698630137
Coli_019879	2018-10-25	2018.813698630137
Coli_019880	2018-05-01	2018.3287671232877
Coli_019881	2018-05-01	2018.3287671232877
Coli_019882	1999-07-01	1999.495890410959
Coli_019883	2011-07-01	2011.495890410959
Coli_019884	2018-07-01	2018.495890410959
Coli_019885	2018-07-01	2018.495890410959
Coli_019886	2016-01-16	2016.0409836065573
Coli_019887		
Coli_019888		
Coli_019889		
Coli_019890		
Coli_019891		
Coli_019892		
Coli_019893		
Coli_019894		
Coli_019895	2005-09-26	2005.7342465753425
Coli_019896	2006-03-16	2006.2027397260274
Coli_019897	2005-10-11	2005.7753424657535
Coli_019898		
Coli_019899		
Coli_019900		
Coli_019901		
Coli_019902		
Coli_019903		
Coli_019904	2003-07-01	2003.495890410959
Coli_019905	2006-07-01	2006.495890410959
Coli_019906	2007-07-01	2007.495890410959
Coli_019907	2008-07-01	2008.4972677595629
Coli_019908	2008-07-01	2008.4972677595629
Coli_019909	2010-07-01	2010.495890410959
Coli_019910	2010-07-01	2010.495890410959
Coli_019911	2012-07-01	2012.4972677595629
Coli_019912	2012-07-01	2012.4972677595629
Coli_019913	2013-07-01	2013.495890410959
Coli_019914	2014-07-01	2014.495890410959
Coli_019915	2008-12-18	2008.9617486338798
Coli_019916	2017-07-12	2017.5260273972603
Coli_019917	2017-10-10	2017.772602739726
Coli_019918	2019-04-01	2019.2465753424658
Coli_019919	2019-04-01	2019.2465753424658
Coli_019920	2019-04-01	2019.2465753424658
Coli_019921	2019-04-01	2019.2465753424658
Coli_019922	2019-04-01	2019.2465753424658
Coli_019923	2019-04-01	2019.2465753424658
